20.10.19 05:17:39.600 37.663063N 122.489326W 29.58C 1005.26| 0.00C 0.00| 0.00C 0.00| dv<1.29 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:19:54.700 37.663097N 122.489326W 29.03C 1005.27| 25.36C 1004.40| 0.00C 0.00| dv<1.26 0.73 9.63> r<0.03 0.00 0.01>
20.10.19 05:19:54.800 37.663097N 122.489326W 29.03C 1005.25| 25.36C 1004.39| 0.00C 0.00| dv<1.26 0.70 9.57> r<0.02 -0.00 0.01>
20.10.19 05:19:54.900 37.663097N 122.489326W 29.03C 1005.26| 25.36C 1004.42| 0.00C 0.00| dv<1.23 0.74 9.64> r<0.02 -0.00 0.01>
20.10.19 05:19:55.000 37.663097N 122.489326W 29.03C 1005.29| 25.35C 1004.42| 0.00C 0.00| dv<1.30 0.73 9.58> r<0.03 -0.00 0.01>
20.10.19 05:19:55.100 37.663097N 122.489326W 29.03C 1005.27| 25.36C 1004.41| 0.00C 0.00| dv<1.25 0.70 9.63> r<0.02 0.00 0.01>
20.10.19 05:19:55.200 37.663097N 122.489326W 29.03C 1005.27| 25.36C 1004.41| 0.00C 0.00| dv<1.27 0.74 9.60> r<0.02 -0.00 0.01>
20.10.19 05:19:55.300 37.663097N 122.489326W 29.02C 1005.25| 25.36C 1004.43| 0.00C 0.00| dv<1.27 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:19:55.400 37.663097N 122.489326W 29.03C 1005.28| 25.36C 1004.41| 0.00C 0.00| dv<1.29 0.74 9.74> r<0.02 0.00 0.01>
20.10.19 05:19:55.500 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.45| 0.00C 0.00| dv<1.20 0.72 9.58> r<0.03 0.00 0.01>
20.10.19 05:19:55.600 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.42| 0.00C 0.00| dv<1.29 0.70 9.65> r<0.02 0.00 0.01>
20.10.19 05:19:55.700 37.663097N 122.489326W 29.03C 1005.28| 25.35C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:19:55.800 37.663097N 122.489326W 29.02C 1005.25| 25.35C 1004.40| 0.00C 0.00| dv<1.25 0.75 9.63> r<0.03 0.00 0.01>
20.10.19 05:19:55.900 37.663097N 122.489326W 29.02C 1005.26| 25.35C 1004.43| 0.00C 0.00| dv<1.25 0.72 9.62> r<0.02 -0.00 0.01>
20.10.19 05:19:56.000 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.39| 0.00C 0.00| dv<1.23 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:19:56.100 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.42| 0.00C 0.00| dv<1.22 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:19:56.200 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.42| 0.00C 0.00| dv<1.26 0.74 9.60> r<0.02 -0.00 0.01>
20.10.19 05:19:56.300 37.663097N 122.489326W 29.02C 1005.26| 25.35C 1004.39| 0.00C 0.00| dv<1.24 0.71 9.60> r<0.03 -0.00 0.01>
20.10.19 05:19:56.400 37.663097N 122.489326W 29.02C 1005.25| 25.35C 1004.41| 0.00C 0.00| dv<1.28 0.71 9.69> r<0.03 -0.00 0.01>
20.10.19 05:19:56.500 37.663097N 122.489326W 29.02C 1005.25| 25.36C 1004.41| 0.00C 0.00| dv<1.28 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:19:56.600 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.40| 0.00C 0.00| dv<1.25 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:19:56.700 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.42| 0.00C 0.00| dv<1.26 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:19:56.800 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.42| 0.00C 0.00| dv<1.27 0.75 9.66> r<0.03 -0.00 0.01>
20.10.19 05:19:56.900 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.39| 0.00C 0.00| dv<1.24 0.77 9.64> r<0.03 0.00 0.01>
20.10.19 05:19:57.000 37.663097N 122.489326W 29.03C 1005.29| 25.35C 1004.43| 0.00C 0.00| dv<1.25 0.75 9.63> r<0.02 -0.01 0.02>
20.10.19 05:19:57.100 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.42| 0.00C 0.00| dv<1.27 0.72 9.66> r<0.02 -0.00 0.01>
20.10.19 05:19:57.200 37.663097N 122.489326W 29.03C 1005.29| 25.36C 1004.43| 0.00C 0.00| dv<1.31 0.77 9.67> r<0.03 0.00 0.01>
20.10.19 05:19:57.300 37.663097N 122.489326W 29.02C 1005.27| 25.36C 1004.42| 0.00C 0.00| dv<1.24 0.72 9.68> r<0.03 -0.00 0.01>
20.10.19 05:19:57.400 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.67> r<0.02 0.00 0.02>
20.10.19 05:19:57.500 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.38| 0.00C 0.00| dv<1.21 0.75 9.66> r<0.02 -0.00 0.01>
20.10.19 05:19:57.600 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.42| 0.00C 0.00| dv<1.28 0.72 9.69> r<0.02 -0.01 0.01>
20.10.19 05:19:57.700 37.663097N 122.489326W 29.02C 1005.24| 25.37C 1004.42| 0.00C 0.00| dv<1.28 0.76 9.66> r<0.03 -0.00 0.01>
20.10.19 05:19:57.800 37.663097N 122.489326W 29.03C 1005.26| 25.37C 1004.41| 0.00C 0.00| dv<1.26 0.71 9.64> r<0.03 -0.00 0.01>
20.10.19 05:19:57.900 37.663097N 122.489326W 29.03C 1005.27| 25.37C 1004.42| 0.00C 0.00| dv<1.27 0.73 9.65> r<0.03 0.00 0.01>
20.10.19 05:19:58.000 37.663097N 122.489326W 29.03C 1005.27| 25.36C 1004.41| 0.00C 0.00| dv<1.24 0.72 9.66> r<0.02 -0.01 0.01>
20.10.19 05:19:58.100 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.42| 0.00C 0.00| dv<1.27 0.74 9.65> r<0.03 -0.00 0.01>
20.10.19 05:19:58.200 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.39| 0.00C 0.00| dv<1.26 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:19:58.300 37.663097N 122.489326W 29.03C 1005.27| 25.36C 1004.40| 0.00C 0.00| dv<1.26 0.73 9.58> r<0.02 -0.00 0.01>
20.10.19 05:19:58.400 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.24 0.69 9.62> r<0.02 -0.00 0.01>
20.10.19 05:19:58.500 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.43| 0.00C 0.00| dv<1.27 0.69 9.67> r<0.02 -0.00 0.01>
20.10.19 05:19:58.600 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.41| 0.00C 0.00| dv<1.24 0.75 9.63> r<0.02 0.00 0.01>
20.10.19 05:19:58.700 37.663097N 122.489326W 29.03C 1005.27| 25.37C 1004.43| 0.00C 0.00| dv<1.26 0.70 9.58> r<0.02 0.00 0.01>
20.10.19 05:19:58.800 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.25 0.73 9.66> r<0.02 -0.04 0.01>
20.10.19 05:19:58.900 37.663097N 122.489326W 29.03C 1005.27| 25.38C 1004.44| 0.00C 0.00| dv<1.26 0.72 9.72> r<0.03 -0.00 0.01>
20.10.19 05:19:59.000 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.42| 0.00C 0.00| dv<1.27 0.76 9.59> r<0.03 0.00 0.01>
20.10.19 05:19:59.100 37.663097N 122.489326W 29.02C 1005.28| 25.38C 1004.42| 0.00C 0.00| dv<1.22 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:19:59.200 37.663097N 122.489326W 29.02C 1005.28| 25.38C 1004.42| 0.00C 0.00| dv<1.23 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:19:59.300 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.42| 0.00C 0.00| dv<1.30 0.74 9.64> r<0.02 -0.00 0.01>
20.10.19 05:19:59.400 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.43| 0.00C 0.00| dv<1.26 0.74 9.60> r<0.02 0.00 0.01>
20.10.19 05:19:59.500 37.663097N 122.489326W 29.02C 1005.29| 25.37C 1004.41| 0.00C 0.00| dv<1.25 0.72 9.59> r<0.02 -0.00 0.01>
20.10.19 05:19:59.600 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.27 0.76 9.67> r<0.02 0.00 0.01>
20.10.19 05:19:59.700 37.663097N 122.489326W 29.03C 1005.27| 25.37C 1004.42| 0.00C 0.00| dv<1.28 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:19:59.800 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.43| 0.00C 0.00| dv<1.26 0.72 9.61> r<0.02 0.00 0.01>
20.10.19 05:19:59.900 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.40| 0.00C 0.00| dv<1.26 0.70 9.59> r<0.02 -0.00 0.01>
20.10.19 05:20:00.000 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.43| 0.00C 0.00| dv<1.25 0.73 9.68> r<0.03 -0.00 0.01>
20.10.19 05:20:00.100 37.663097N 122.489326W 29.02C 1005.29| 25.37C 1004.39| 0.00C 0.00| dv<1.25 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:20:00.200 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.24 0.74 9.60> r<0.03 -0.00 0.01>
20.10.19 05:20:00.300 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.19 0.74 9.67> r<0.02 -0.00 0.01>
20.10.19 05:20:00.400 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.26 0.74 9.61> r<0.02 -0.00 0.01>
20.10.19 05:20:00.500 37.663097N 122.489326W 29.02C 1005.29| 25.38C 1004.42| 0.00C 0.00| dv<1.28 0.75 9.63> r<0.02 -0.00 0.01>
20.10.19 05:20:00.600 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.41| 0.00C 0.00| dv<1.22 0.73 9.66> r<0.02 -0.00 0.01>
20.10.19 05:20:00.700 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.43| 0.00C 0.00| dv<1.27 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:00.800 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.41| 0.00C 0.00| dv<1.28 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:20:00.900 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.43| 0.00C 0.00| dv<1.27 0.73 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:01.000 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.44| 0.00C 0.00| dv<1.25 0.75 9.66> r<0.02 0.00 0.01>
20.10.19 05:20:01.100 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.41| 0.00C 0.00| dv<1.26 0.70 9.60> r<0.03 -0.00 0.01>
20.10.19 05:20:01.200 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.42| 0.00C 0.00| dv<1.25 0.71 9.65> r<0.03 0.00 0.01>
20.10.19 05:20:01.300 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.43| 0.00C 0.00| dv<1.28 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:01.400 37.663097N 122.489326W 29.02C 1005.28| 25.38C 1004.42| 0.00C 0.00| dv<1.28 0.75 9.66> r<0.03 -0.00 0.01>
20.10.19 05:20:01.500 37.663097N 122.489326W 29.02C 1005.29| 25.38C 1004.42| 0.00C 0.00| dv<1.27 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:01.600 37.663097N 122.489326W 29.02C 1005.28| 25.39C 1004.45| 0.00C 0.00| dv<1.26 0.70 9.65> r<0.02 0.00 0.01>
20.10.19 05:20:01.700 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.42| 0.00C 0.00| dv<1.26 0.74 9.67> r<0.03 0.00 0.01>
20.10.19 05:20:01.800 37.663097N 122.489326W 29.03C 1005.29| 25.38C 1004.42| 0.00C 0.00| dv<1.28 0.75 9.61> r<0.03 -0.00 0.01>
20.10.19 05:20:01.900 37.663097N 122.489326W 29.02C 1005.25| 25.38C 1004.43| 0.00C 0.00| dv<1.23 0.74 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:02.000 37.663097N 122.489326W 29.03C 1005.26| 25.38C 1004.41| 0.00C 0.00| dv<1.26 0.75 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:02.100 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:02.200 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.24 0.72 9.67> r<0.03 -0.00 0.01>
20.10.19 05:20:02.300 37.663097N 122.489326W 29.02C 1005.25| 25.38C 1004.42| 0.00C 0.00| dv<1.28 0.72 9.65> r<0.02 0.00 0.01>
20.10.19 05:20:02.400 37.663097N 122.489326W 29.02C 1005.25| 25.38C 1004.40| 0.00C 0.00| dv<1.26 0.72 9.57> r<0.02 -0.00 0.01>
20.10.19 05:20:02.500 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.41| 0.00C 0.00| dv<1.22 0.75 9.67> r<0.02 -0.00 0.01>
20.10.19 05:20:02.600 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.43| 0.00C 0.00| dv<1.24 0.73 9.66> r<0.03 0.00 0.01>
20.10.19 05:20:02.700 37.663097N 122.489326W 29.02C 1005.28| 25.38C 1004.42| 0.00C 0.00| dv<1.26 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:20:02.800 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.41| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 0.00 0.01>
20.10.19 05:20:02.900 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.44| 0.00C 0.00| dv<1.22 0.75 9.63> r<0.02 0.00 0.01>
20.10.19 05:20:03.000 37.663097N 122.489326W 29.02C 1005.28| 25.38C 1004.42| 0.00C 0.00| dv<1.23 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:20:03.100 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.40| 0.00C 0.00| dv<1.23 0.76 9.58> r<0.02 -0.00 0.01>
20.10.19 05:20:03.200 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.26 0.74 9.69> r<0.03 -0.00 0.01>
20.10.19 05:20:03.300 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:20:03.400 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.45| 0.00C 0.00| dv<1.24 0.73 9.58> r<0.02 0.00 0.01>
20.10.19 05:20:03.500 37.663097N 122.489326W 29.02C 1005.27| 25.36C 1004.41| 0.00C 0.00| dv<1.23 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:03.600 37.663097N 122.489326W 29.02C 1005.24| 25.36C 1004.41| 0.00C 0.00| dv<1.24 0.75 9.62> r<0.02 -0.00 0.01>
20.10.19 05:20:03.700 37.663097N 122.489326W 29.02C 1005.29| 25.36C 1004.39| 0.00C 0.00| dv<1.24 0.71 9.65> r<0.02 -0.01 0.01>
20.10.19 05:20:03.800 37.663097N 122.489326W 29.02C 1005.27| 25.35C 1004.43| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 0.00 0.01>
20.10.19 05:20:03.900 37.663097N 122.489326W 29.02C 1005.28| 25.36C 1004.43| 0.00C 0.00| dv<1.21 0.73 9.67> r<0.02 0.00 0.01>
20.10.19 05:20:04.000 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.41| 0.00C 0.00| dv<1.23 0.72 9.67> r<0.02 0.00 0.01>
20.10.19 05:20:04.100 37.663097N 122.489326W 29.02C 1005.25| 25.36C 1004.42| 0.00C 0.00| dv<1.24 0.73 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:04.200 37.663097N 122.489326W 29.02C 1005.27| 25.36C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:20:04.300 37.663097N 122.489326W 29.02C 1005.23| 25.37C 1004.42| 0.00C 0.00| dv<1.23 0.75 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:04.400 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.29 0.74 9.64> r<0.02 0.00 0.01>
20.10.19 05:20:04.500 37.663097N 122.489326W 29.02C 1005.28| 25.36C 1004.40| 0.00C 0.00| dv<1.24 0.73 9.64> r<0.03 0.00 0.01>
20.10.19 05:20:04.600 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.43| 0.00C 0.00| dv<1.24 0.74 9.61> r<0.02 -0.00 0.01>
20.10.19 05:20:04.700 37.663097N 122.489326W 29.02C 1005.27| 25.36C 1004.41| 0.00C 0.00| dv<1.23 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:20:04.800 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.41| 0.00C 0.00| dv<1.26 0.74 9.67> r<0.02 -0.00 0.01>
20.10.19 05:20:04.900 37.663097N 122.489326W 29.02C 1005.28| 25.37C 1004.40| 0.00C 0.00| dv<1.27 0.75 9.67> r<0.03 -0.00 0.01>
20.10.19 05:20:05.000 37.663097N 122.489326W 29.02C 1005.27| 25.36C 1004.39| 0.00C 0.00| dv<1.25 0.72 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:05.100 37.663097N 122.489326W 29.02C 1005.26| 25.36C 1004.41| 0.00C 0.00| dv<1.30 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:20:05.200 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.27 0.73 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:05.300 37.663097N 122.489326W 29.02C 1005.27| 25.37C 1004.44| 0.00C 0.00| dv<1.27 0.74 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:05.400 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.64> r<0.02 -0.00 0.01>
20.10.19 05:20:05.500 37.663097N 122.489326W 29.02C 1005.25| 25.37C 1004.42| 0.00C 0.00| dv<1.27 0.75 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:05.600 37.663097N 122.489326W 29.01C 1005.22| 25.38C 1004.42| 0.00C 0.00| dv<1.28 0.75 9.61> r<0.02 -0.00 0.01>
20.10.19 05:20:05.700 37.663097N 122.489326W 29.02C 1005.26| 25.37C 1004.40| 0.00C 0.00| dv<1.28 0.73 9.62> r<0.03 -0.00 0.01>
20.10.19 05:20:05.800 37.663097N 122.489326W 29.02C 1005.23| 25.37C 1004.41| 0.00C 0.00| dv<1.24 0.71 9.62> r<0.02 -0.00 0.01>
20.10.19 05:20:05.900 37.663097N 122.489326W 29.02C 1005.26| 25.38C 1004.43| 0.00C 0.00| dv<1.23 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:20:06.000 37.663097N 122.489326W 29.02C 1005.27| 25.38C 1004.43| 0.00C 0.00| dv<1.26 0.70 9.65> r<0.02 0.00 0.01>
20.10.19 05:20:06.100 37.663097N 122.489326W 29.01C 1005.24| 25.38C 1004.43| 0.00C 0.00| dv<1.26 0.76 9.64> r<0.02 0.00 0.01>
20.10.19 05:20:06.200 37.663097N 122.489326W 29.02C 1005.25| 25.39C 1004.40| 0.00C 0.00| dv<1.30 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:20:06.300 37.663097N 122.489326W 29.02C 1005.27| 25.39C 1004.43| 0.00C 0.00| dv<1.26 0.75 9.73> r<0.02 0.00 0.01>
20.10.19 05:20:06.400 37.663097N 122.489326W 29.02C 1005.29| 25.39C 1004.44| 0.00C 0.00| dv<1.29 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:20:06.500 37.663097N 122.489326W 29.01C 1005.25| 25.39C 1004.41| 0.00C 0.00| dv<1.28 0.70 9.66> r<0.02 -0.00 0.01>
20.10.19 05:20:06.600 37.663097N 122.489326W 29.01C 1005.30| 25.39C 1004.44| 0.00C 0.00| dv<1.27 0.73 9.65> r<0.03 -0.00 0.01>
20.10.19 05:20:06.700 37.663097N 122.489326W 29.01C 1005.28| 25.40C 1004.43| 0.00C 0.00| dv<1.23 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:20:06.800 37.663097N 122.489326W 29.01C 1005.28| 25.40C 1004.42| 0.00C 0.00| dv<1.30 0.72 9.64> r<0.03 0.00 0.01>
20.10.19 05:20:06.900 37.663097N 122.489326W 29.01C 1005.28| 25.40C 1004.43| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:20:07.000 37.663097N 122.489326W 29.01C 1005.26| 25.40C 1004.42| 0.00C 0.00| dv<1.23 0.72 9.60> r<0.02 0.00 0.01>
20.10.19 05:20:07.100 37.663097N 122.489326W 29.01C 1005.27| 25.40C 1004.42| 0.00C 0.00| dv<1.23 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:07.200 37.663097N 122.489326W 29.01C 1005.28| 25.40C 1004.40| 0.00C 0.00| dv<1.23 0.73 9.60> r<0.03 -0.00 0.01>
20.10.19 05:20:07.300 37.663097N 122.489326W 29.01C 1005.26| 25.39C 1004.40| 0.00C 0.00| dv<1.28 0.74 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:07.400 37.663097N 122.489326W 29.01C 1005.27| 25.39C 1004.40| 0.00C 0.00| dv<1.25 0.75 9.61> r<0.02 0.00 0.01>
20.10.19 05:20:07.500 37.663097N 122.489326W 29.01C 1005.25| 25.40C 1004.37| 0.00C 0.00| dv<1.25 0.70 9.67> r<0.03 0.00 0.01>
20.10.19 05:20:07.600 37.663097N 122.489326W 29.01C 1005.26| 25.39C 1004.43| 0.00C 0.00| dv<1.24 0.74 9.59> r<0.02 0.01 0.02>
20.10.19 05:20:07.700 37.663097N 122.489326W 29.01C 1005.25| 25.39C 1004.43| 0.00C 0.00| dv<1.25 0.75 9.60> r<0.02 -0.00 0.01>
20.10.19 05:20:07.800 37.663097N 122.489326W 29.01C 1005.27| 25.40C 1004.42| 0.00C 0.00| dv<1.26 0.73 9.62> r<0.02 -0.00 0.01>
20.10.19 05:20:07.900 37.663097N 122.489326W 29.00C 1005.25| 25.40C 1004.42| 0.00C 0.00| dv<1.27 0.75 9.65> r<0.03 0.00 0.01>
20.10.19 05:20:08.000 37.663097N 122.489326W 29.00C 1005.28| 25.40C 1004.41| 0.00C 0.00| dv<1.25 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:20:08.100 37.663097N 122.489326W 29.00C 1005.24| 25.41C 1004.42| 0.00C 0.00| dv<1.22 0.72 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:08.200 37.663097N 122.489326W 29.00C 1005.25| 25.41C 1004.43| 0.00C 0.00| dv<1.25 0.70 9.69> r<0.02 0.00 0.01>
20.10.19 05:20:08.300 37.663097N 122.489326W 29.00C 1005.26| 25.40C 1004.42| 0.00C 0.00| dv<1.28 0.71 9.58> r<0.03 -0.00 0.01>
20.10.19 05:20:08.400 37.663097N 122.489326W 29.00C 1005.26| 25.40C 1004.44| 0.00C 0.00| dv<1.29 0.71 9.62> r<0.02 -0.00 0.01>
20.10.19 05:20:08.500 37.663097N 122.489326W 29.00C 1005.31| 25.40C 1004.41| 0.00C 0.00| dv<1.24 0.72 9.61> r<0.03 -0.00 0.01>
20.10.19 05:20:08.600 37.663097N 122.489326W 29.00C 1005.28| 25.40C 1004.42| 0.00C 0.00| dv<1.24 0.71 9.60> r<0.03 -0.00 0.01>
20.10.19 05:20:08.700 37.663097N 122.489326W 29.00C 1005.25| 25.41C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.64> r<0.02 0.00 0.01>
20.10.19 05:20:08.800 37.663097N 122.489326W 29.00C 1005.26| 25.41C 1004.44| 0.00C 0.00| dv<1.27 0.72 9.63> r<0.03 -0.01 0.01>
20.10.19 05:20:08.900 37.663097N 122.489326W 29.00C 1005.27| 25.41C 1004.44| 0.00C 0.00| dv<1.30 0.75 9.57> r<0.02 -0.00 0.01>
20.10.19 05:20:09.000 37.663097N 122.489326W 29.00C 1005.27| 25.41C 1004.43| 0.00C 0.00| dv<1.24 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:20:09.100 37.663097N 122.489326W 29.00C 1005.27| 25.41C 1004.42| 0.00C 0.00| dv<1.29 0.71 9.63> r<0.03 0.00 0.01>
20.10.19 05:20:09.200 37.663097N 122.489326W 28.99C 1005.28| 25.41C 1004.41| 0.00C 0.00| dv<1.24 0.74 9.61> r<0.03 -0.00 0.01>
20.10.19 05:20:09.300 37.663097N 122.489326W 29.00C 1005.27| 25.41C 1004.43| 0.00C 0.00| dv<1.28 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:20:09.400 37.663097N 122.489326W 29.00C 1005.26| 25.41C 1004.42| 0.00C 0.00| dv<1.25 0.74 9.62> r<0.02 -0.00 0.01>
20.10.19 05:20:09.500 37.663097N 122.489326W 28.99C 1005.25| 25.41C 1004.43| 0.00C 0.00| dv<1.26 0.70 9.57> r<0.02 -0.00 0.01>
20.10.19 05:20:09.600 37.663097N 122.489326W 28.99C 1005.27| 25.41C 1004.43| 0.00C 0.00| dv<1.21 0.71 9.68> r<0.03 -0.00 0.01>
20.10.19 05:20:09.700 37.663097N 122.489326W 29.00C 1005.27| 25.41C 1004.43| 0.00C 0.00| dv<1.28 0.72 9.63> r<0.03 -0.00 0.01>
20.10.19 05:20:09.800 37.663097N 122.489326W 28.99C 1005.26| 25.40C 1004.43| 0.00C 0.00| dv<1.24 0.72 9.67> r<0.02 -0.00 0.01>
20.10.19 05:20:09.900 37.663097N 122.489326W 28.99C 1005.29| 25.40C 1004.43| 0.00C 0.00| dv<1.29 0.70 9.63> r<0.03 -0.00 0.01>
20.10.19 05:20:10.000 37.663097N 122.489326W 28.99C 1005.26| 25.40C 1004.43| 0.00C 0.00| dv<1.28 0.71 9.68> r<0.02 0.00 0.01>
20.10.19 05:20:10.100 37.663097N 122.489326W 28.99C 1005.27| 25.40C 1004.38| 0.00C 0.00| dv<1.29 0.72 9.65> r<0.02 0.00 0.01>
20.10.19 05:20:10.200 37.663097N 122.489326W 28.99C 1005.26| 25.40C 1004.44| 0.00C 0.00| dv<1.24 0.73 9.63> r<0.02 -0.00 0.01>
20.10.19 05:20:10.300 37.663097N 122.489326W 28.99C 1005.26| 25.41C 1004.42| 0.00C 0.00| dv<1.27 0.75 9.59> r<0.02 0.00 0.01>
20.10.19 05:20:10.400 37.663097N 122.489326W 28.99C 1005.26| 25.41C 1004.41| 0.00C 0.00| dv<1.27 0.70 9.65> r<0.03 -0.01 0.01>
